question,references,corpus_id
What parameter is used by the Algorithm.get_module function to identify the RLModule to return?,"[{""content"": ""(None if ID not found).\n\nParameters:\nmodule_id \u2013 ID of the (single-agent) RLModule to return from the MARLModule\nused by the local EnvRunner.\n\nReturns:\nThe RLModule found under the ModuleID key "", ""start_index"": 190, ""end_index"": 384}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.algorithms.algorithm.Algorithm.get_module.txt
How does KubeRay manage the Redis cleanup process?,"[{""content"": ""Redis cleanup.\nKubeRay only removes this finalizer after the Kubernetes Job successfully cleans up Redis.\n\nIn other words, if the Kubernetes Job fails, the RayCluster won\u2019t be deleted. In that case, "", ""start_index"": 14895, ""end_index"": 15094}, {""content"": ""a best-effort basis.\nKubeRay still removes the Kubernetes finalizer from the RayCluster if the Kubernetes Job fails, thereby unblocking the deletion of the RayCluster.\nUsers can turn off this by "", ""start_index"": 15387, ""end_index"": 15582}, {""content"": ""tion in conjunction with the YAML file.\n\nThese configurations require KubeRay 1.3.0+\nThe following section uses the new gcsFaultToleranceOptions field introduced in KubeRay 1.3.0. For the old GCS"", ""start_index"": 15979, ""end_index"": 16174}]",datasets/raydocs_full/cluster_kubernetes_user-guides_kuberay-gcs-ft.txt
What are the different timeout values set for the head Pod and the worker Pods in RayCluster?,"[{""content"": ""RayCluster.\nTherefore, KubeRay automatically injects the RAY_gcs_rpc_server_reconnect_timeout_s environment variable with the value 600 to the worker Pod and uses the default value 60 for the head Pod.\nThe timeout value for worker Pods must be longer than the timeout value for the head Pod "", ""start_index"": 12553, ""end_index"": 12844}]",datasets/raydocs_full/cluster_kubernetes_user-guides_kuberay-gcs-ft.txt
What is the dashboard URL for the connected Ray cluster?,"[{""content"": ""-- Connected to Ray cluster. View the dashboard at 10.244.0.8:8265 \n2025-04-18 02:51:29,069\tINFO "", ""start_index"": 4798, ""end_index"": 4895}]",datasets/raydocs_full/cluster_kubernetes_user-guides_kuberay-gcs-ft.txt
What methods must subclasses of ray.rllib.utils.checkpoints.Checkpointable implement?,"[{""content"": ""of RLlib that can be checkpointed to disk.\nSubclasses must implement the following APIs:\n- save_to_path()\n- restore_from_path()\n- from_checkpoint()\n- get_state()\n- set_state()\n- get_ctor_args_and_kwargs()\n- get_metadata()\n- get_checkpointable_components()\nPublicAPI (alpha): "", ""start_index"": 153, ""end_index"": 428}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.utils.checkpoints.Checkpointable.txt
What class does ray.rllib.utils.checkpoints.Checkpointable inherit from?,"[{""content"": ""ray.rllib.utils.checkpoints.Checkpointable[source]#\nBases: ABC\nAbstract base class for a component "", ""start_index"": 54, ""end_index"": 153}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.utils.checkpoints.Checkpointable.txt
What is the purpose of the set_state method in MultiRLModule?,"[{""content"": "" Dict[str, Any]) \u2192 None[source]#\nSets the state of the multi-agent module.\nIt is assumed that the state_dict is a mapping from module IDs to the\ncorresponding module\u2019s state. This method sets the state of each module by\ncalling their set_state method. If you want to set the state of some of "", ""start_index"": 100, ""end_index"": 392}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.core.rl_module.multi_rl_module.MultiRLModule.set_state.txt
What does the state_dict represent in the context of MultiRLModule.set_state method?,"[{""content"": "" Dict[str, Any]) \u2192 None[source]#\nSets the state of the multi-agent module.\nIt is assumed that the state_dict is a mapping from module IDs to the\ncorresponding module\u2019s state. This method sets the "", ""start_index"": 100, ""end_index"": 296}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.core.rl_module.multi_rl_module.MultiRLModule.set_state.txt
What is the default value of the inference_only attribute in RLModuleSpec?,"[{""content"": ""\n\nray.rllib.core.rl_module.rl_module.RLModuleSpec.inference_only#\n\n\nRLModuleSpec.inference_only: bool = False#\n\n\n"", ""start_index"": 0, ""end_index"": 197}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.core.rl_module.rl_module.RLModuleSpec.inference_only.txt
What is the eval_env_runner in the context of the Algorithm?,"[{""content"": ""Algorithm.eval_env_runner#\nThe local EnvRunner instance within the algo\u2019s evaluation EnvRunnerGroup.\n\n\n"", ""start_index"": 71, ""end_index"": 256}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.algorithms.algorithm.Algorithm.eval_env_runner.txt
What details are provided about the MultiAgentEnv class in the ray.rllib.env module?,"[{""content"": ""ray.rllib.env.multi_agent_env.MultiAgentEnv(*args: Any, **kwargs: Any)[source]#\nAn environment that hosts multiple independent agents.\nAgents are identified by AgentIDs (string).\nPublicAPI (beta): "", ""start_index"": 349, ""end_index"": 546}]",datasets/raydocs_full/rllib_package_ref_env_multi_agent_env.txt
What are the output values provided by the step method for the MultiAgentEnv instance?,"[{""content"": ""env can vary over time.\n\nReturns:\nTuple containing 1) new observations for\neach ready agent, 2) reward values for each ready agent. If\nthe episode is just started, the value will be None.\n3) Terminated values for each ready agent. The special key\n\u201c__all__\u201d (required) is used to indicate env termination.\n4) Truncated values for each ready agent.\n5) Info values for each agent id (may be empty dicts).\n\n\nenv = ...\nobs, rewards, terminateds, truncateds, infos = env.step(action_dict={\n    "", ""start_index"": 1479, ""end_index"": 1967}]",datasets/raydocs_full/rllib_package_ref_env_multi_agent_env.txt
What is the environment variable associated with the NEURON_RT_VISIBLE_CORES for the Neuron Core in the Ray framework?,"[{""content"": ""print(\""NEURON_RT_VISIBLE_CORES: {}\"".format(os.environ[\""NEURON_RT_VISIBLE_CORES\""]))\n\n@ray.remote(resources={\""neuron_cores\"": 1})\ndef "", ""start_index"": 6690, ""end_index"": 6821}]",datasets/raydocs_full/ray-core_scheduling_accelerators.txt
How does Ray assign accelerators to tasks or actors that require them?,"[{""content"": ""and Actors#\nIf a task or actor requires accelerators, you can specify the corresponding resource requirements (e.g. @ray.remote(num_gpus=1)).\nRay then schedules the task or actor to a node that has enough free accelerator resources\nand assign accelerators to the task or actor by setting the corresponding environment variable (e.g. CUDA_VISIBLE_DEVICES) before running the task or actor "", ""start_index"": 3537, ""end_index"": 3925}]",datasets/raydocs_full/ray-core_scheduling_accelerators.txt
What does ExecutionResources specify in the context of ExecutionOptions?,"[{""content"": ""execution.\n\n\n\n\n\nResource Options#\n\n\nExecutionResources\nSpecifies resources usage or resource limits for execution.\n\n\n\n\n\n"", ""start_index"": 76, ""end_index"": 276}]",datasets/raydocs_full/data_api_execution_options.txt
What does the ExecutionOptions API include?,"[{""content"": ""\n\nExecutionOptions API#\n\nConstructor#\n\n\nExecutionOptions\nCommon options for execution.\n\n\n\n\n\nResource Options#\n\n\nExecutionResources\nSpecifies resources usage or resource limits "", ""start_index"": 0, ""end_index"": 176}, {""content"": ""execution.\n\n\n\n\n\nResource Options#\n\n\nExecutionResources\nSpecifies resources usage or resource limits for execution.\n\n\n\n\n\n"", ""start_index"": 76, ""end_index"": 276}]",datasets/raydocs_full/data_api_execution_options.txt
What methods are available for iterating over batches in the Ray Data dataset?,"[{""content"": ""batches#\nA batch contains data from multiple rows. Iterate over batches of dataset in different\nformats by calling one of the following methods:\n\nDataset.iter_batches() <ray.data.Dataset.iter_batches>\nDataset.iter_torch_batches() <ray.data.Dataset.iter_torch_batches>\nDataset.to_tf() <ray.data.Dataset.to_tf>\n\n\n\n\nNumPy\nimport "", ""start_index"": 951, ""end_index"": 1277}]",datasets/raydocs_full/data_iterating-over-data.txt
What are some techniques to optimize the shuffling of batches?,"[{""content"": ""shuffling#\nDataset.random_shuffle is slow because it\nshuffles all rows. If a full global shuffle isn\u2019t required, you can shuffle a subset of\nrows up to a provided buffer size during iteration by specifying\nlocal_shuffle_buffer_size. While this isn\u2019t a true global shuffle like\nrandom_shuffle, it\u2019s more performant because it doesn\u2019t require excessive data\nmovement. For more details about these options, see Shuffling Data.\n\nTip\nTo configure local_shuffle_buffer_size, choose the smallest value that achieves\nsufficient randomness. Higher values result in more randomness at the cost of slower\niteration. See Local shuffle when iterating over batches\non how to diagnose slowdowns.\n\n\n\n\nNumPy\nimport ray\n\nds = "", ""start_index"": 3093, ""end_index"": 3801}]",datasets/raydocs_full/data_iterating-over-data.txt
What are the consequences of calling ray.get() unnecessarily?,"[{""content"": ""\n\nAnti-pattern: Calling ray.get unnecessarily harms performance#\nTLDR: Avoid calling ray.get() unnecessarily for intermediate steps. Work with object references directly, and only call ray.get() at the end to get the final result.\nWhen ray.get() is called, objects must be transferred to the worker/node that calls ray.get(). If you don\u2019t need to manipulate the object, you probably don\u2019t need to call ray.get() on it!\nTypically, it\u2019s best practice to wait as long as possible before calling ray.get(), or even design your program to avoid having to call ray.get() at all.\n\nCode "", ""start_index"": 0, ""end_index"": 579}, {""content"": ""ray.get(reduce.remote(rollout_obj_ref))\n\n\n\n\nNotice in the anti-pattern example, we call ray.get() which forces us to transfer the large rollout to the driver, then again to the reduce worker.\nIn the fixed version, we only pass the reference to the object to the reduce task.\nThe reduce worker will implicitly call ray.get() to fetch the actual rollout data directly from the generate_rollout "", ""start_index"": 1088, ""end_index"": 1480}]",datasets/raydocs_full/ray-core_patterns_unnecessary-ray-get.txt
What is the difference between the anti-pattern and better approach in handling ray.get()?,"[{""content"": ""ray.get(reduce.remote(rollout_obj_ref))\n\n\n\n\nNotice in the anti-pattern example, we call ray.get() which forces us to transfer the large rollout to the driver, then again to the reduce worker.\nIn the fixed version, we only pass the reference to the object to the reduce task.\nThe reduce worker will implicitly call ray.get() to fetch the actual rollout data directly from the generate_rollout worker, avoiding the extra copy to the driver.\nOther ray.get() related anti-patterns "", ""start_index"": 1088, ""end_index"": 1565}]",datasets/raydocs_full/ray-core_patterns_unnecessary-ray-get.txt
What is the detailed process for creating a Docker image with the Faker package?,"[{""content"": ""rayproject/ray:2.9.0 image hosted by rayproject/ray.\nYou can extend these images and add your own dependencies to them by using them as a base layer in a Dockerfile. For instance, the working example application uses Ray 2.9.0 and Faker 18.13.0. You can create a Dockerfile that extends the rayproject/ray:2.9.0 by adding the Faker package:\n# File name: Dockerfile\nFROM rayproject/ray:2.9.0\n\nRUN pip install Faker==18.13.0\n\n\nIn general, the rayproject/ray images "", ""start_index"": 1242, ""end_index"": 1705}, {""content"": ""on of the package. You can also replace latest with a specific version if you prefer.\n\n\nAdding your Serve application to the Docker image#\nDuring development, it\u2019s useful to package your Serve application into a zip file and pull it i"", ""start_index"": 2389, ""end_index"": 2623}]",datasets/raydocs_full/serve_production-guide_docker.txt
How can you set up a Docker image to include a Serve application for Ray?,"[{""content"": ""commands inside the Dockerfile to install the example Serve application code in your image:\n# File name: Dockerfile\nFROM rayproject/ray:2.9.0\n\nRUN pip install Faker==18.13.0\n\n# Set the working dir for the container to /serve_app\nWORKDIR /serve_app\n\n# Copies the local `fake.py` file into the WORKDIR\nCOPY fake.py /serve_app/fake.py\n\n\nKubeRay starts Ray with the ray start command inside the "", ""start_index"": 2906, ""end_index"": 3297}]",datasets/raydocs_full/serve_production-guide_docker.txt
What steps are involved in deploying a custom Docker image in KubeRay?,"[{""content"": ""custom Docker images in KubeRay#\nRun these custom Docker images in KubeRay by adding them to the RayService config. Make the following changes:\n\nSet the rayVersion in the rayClusterConfig to the Ray version used in your custom Docker image.\nSet the ray-head container\u2019s image to the custom image\u2019s name on Dockerhub.\nSet the ray-worker container\u2019s image to the custom image\u2019s name on Dockerhub.\nUpdate the  serveConfigV2 field to remove any runtime_env dependencies that are in the container.\n\nA pre-built version of this image is available at "", ""start_index"": 3768, ""end_index"": 4312}]",datasets/raydocs_full/serve_production-guide_docker.txt
What are the three ways to start the Ray runtime?,"[{""content"": ""single server, or multiple servers.\nThere are three ways of starting the Ray runtime:\n\nImplicitly via ray.init() (Starting Ray on a single machine)\nExplicitly via CLI (Starting Ray via the CLI (ray start))\nExplicitly via the cluster launcher (Launching a Ray cluster (ray up))\n\nIn all cases, "", ""start_index"": 485, ""end_index"": 777}]",datasets/raydocs_full/ray-core_starting-ray.txt
What happens to the Ray runtime when the process calling ray.init() terminates?,"[{""content"": ""`ray::Init()` is called.\nray::Init()\n\n\n\n\nWhen the process calling ray.init() terminates, the Ray runtime will also terminate. To explicitly stop or restart Ray, use the shutdown "", ""start_index"": 1717, ""end_index"": 1895}]",datasets/raydocs_full/ray-core_starting-ray.txt
What config settings can be set for fault tolerance in this AlgorithmConfig?,"[{""content"": ""config's evaluation settings.\n\nexperimental\nSets the config's experimental settings.\n\nfault_tolerance\nSets the config's fault tolerance settings.\n\nframework\nSets the config's "", ""start_index"": 1802, ""end_index"": 1977}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.algorithms.algorithm_config.AlgorithmConfig.txt
What method in ray.rllib.core.rl_module.rl_module.RLModule should be overridden for generic behavior across all training and evaluation phases?,"[{""content"": ""exploratory\naction computation behavior. If you have only one generic behavior for all\nphases of training and evaluation, override self._forward() instead.\nBy default, this calls the generic "", ""start_index"": 288, ""end_index"": 479}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.core.rl_module.rl_module.RLModule._forward_exploration.txt
How can a user manually specify resources when starting a single node Ray cluster using ray.init()?,"[{""content"": ""depending on how you start the Ray cluster:\n\n\n\nray.init()\nIf you are using ray.init() to start a single node Ray cluster, you can do the following to manually specify node resources:\n# This will start a Ray node with 3 logical cpus, 4 logical gpus,\n# 1 special_hardware resource and 1 custom_label resource.\nray.init(num_cpus=3, num_gpus=4, resources={\""special_hardware\"": 1, \""custom_label\"": 1})\n\n\n\n\n\nray start\nIf you are using ray start to start a Ray node, you can run:\nray "", ""start_index"": 5011, ""end_index"": 5486}]",datasets/raydocs_full/ray-core_scheduling_resources.txt
What is the default setting for logical CPU resources when starting Ray?,"[{""content"": ""been started on a node.\n\n\nNumber of logical CPUs (``num_cpus``): Set to the number of CPUs of the machine/container.\nNumber of logical GPUs (``num_gpus``): Set to the number of GPUs of the "", ""start_index"": 4355, ""end_index"": 4544}]",datasets/raydocs_full/ray-core_scheduling_resources.txt
How does the Ray autoscaler determine when to add nodes to the cluster?,"[{""content"": ""up and down based on resource demand.\nThe autoscaler does this by adjusting the number of nodes in the cluster based on the resources required by tasks, actors or placement groups.\nNote that the "", ""start_index"": 195, ""end_index"": 390}, {""content"": ""queued. The autoscaler adds nodes to satisfy resource demands in this queue.\nThe autoscaler also removes nodes after they become idle for some time.\nA node is considered idle if it has no active tasks, actors, or objects.\n\nTip\nWhen to use Autoscaling?\nAutoscaling can reduce workload costs, b"", ""start_index"": 675, ""end_index"": 967}]",datasets/raydocs_full/cluster_vms_user-guides_configuring-autoscaling.txt
What is the main purpose of the Ray autoscaler?,"[{""content"": ""cluster launcher.\nThe Ray autoscaler is a Ray cluster process that automatically scales a cluster up and down based on resource demand.\nThe autoscaler does this by adjusting the number of nodes in "", ""start_index"": 97, ""end_index"": 294}]",datasets/raydocs_full/cluster_vms_user-guides_configuring-autoscaling.txt
What are the conditions for AlgorithmConfig.is_multi_agent to return True?,"[{""content"": ""AlgorithmConfig.is_multi_agent: bool#\nReturns whether this config specifies a multi-agent setup.\n\nReturns:\nTrue, if a) >1 policies defined OR b) 1 policy defined, but its ID is NOT\nDEFAULT_POLICY_ID.\n\n\n\n\n"", ""start_index"": 83, ""end_index"": 360}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.algorithms.algorithm_config.AlgorithmConfig.is_multi_agent.txt
What does the component parameter control in the Algorithm.restore_from_path method?,"[{""content"": ""component arg is provided, path refers to a checkpoint of a\nsubcomponent of self, thus allowing the user to load only the subcomponent\u2019s\nstate into self without affecting any of the other state "", ""start_index"": 197, ""end_index"": 391}, {""content"": ""ns unchanged in this\ncase.\nfilesystem \u2013 PyArrow FileSystem to use to access data at the path. If not\nspecified, this is inferred from the URI scheme of path.\n**kwargs \u2013 Forward compatibility k"", ""start_index"": 1351, ""end_index"": 1543}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.algorithms.algorithm.Algorithm.restore_from_path.txt
What is the function of the double method within the Actor class in Python?,"[{""content"": ""fixed pool of actors.\nimport ray\nfrom ray.util import ActorPool\n\n\n@ray.remote\nclass Actor:\n    def double(self, n):\n        return n * 2\n\n\na1, a2 = Actor.remote(), Actor.remote()\npool = "", ""start_index"": 184, ""end_index"": 370}]",datasets/raydocs_full/ray-core_actors_actor-utils.txt
How does Python's ActorPool manage task scheduling among actors?,"[{""content"": ""\n\nUtility Classes#\n\nActor Pool#\n\n\n\nPython\nThe ray.util module contains a utility class, ActorPool.\nThis class is similar to multiprocessing.Pool and lets you schedule Ray tasks over a fixed pool of actors.\nimport ray\nfrom ray.util import ActorPool\n\n\n@ray.remote\nclass Actor:\n    def "", ""start_index"": 0, ""end_index"": 283}]",datasets/raydocs_full/ray-core_actors_actor-utils.txt
What is the purpose of the reduce_type parameter in the convert_to_numpy function?,"[{""content"": ""numpy types.\nreduce_type \u2013 Whether to automatically reduce all float64 and int64 data\ninto float32 and int32 data, respectively.\n\n\nReturns:\nA new struct with the same structure as x, but with "", ""start_index"": 482, ""end_index"": 674}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.utils.numpy.convert_to_numpy.txt
What types of data structures can be converted using the convert_to_numpy function?,"[{""content"": ""\n\nray.rllib.utils.numpy.convert_to_numpy#\n\n\nray.rllib.utils.numpy.convert_to_numpy(x: numpy.array | jnp.ndarray | tf.Tensor | torch.Tensor | dict | tuple, reduce_type: bool = True) \u2192 numpy.array | "", ""start_index"": 0, ""end_index"": 197}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.utils.numpy.convert_to_numpy.txt
What is returned by the ray.rllib.utils.numpy.convert_to_numpy function?,"[{""content"": ""and int32 data, respectively.\n\n\nReturns:\nA new struct with the same structure as x, but with all\nvalues converted to numpy arrays (on CPU).\n\n\n\n\n"", ""start_index"": 581, ""end_index"": 774}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.utils.numpy.convert_to_numpy.txt
What are the valid values for the deletion policy of a RayJob?,"[{""content"": ""RayJob.\ndeletionPolicy (Optional, alpha in v1.3.0): Indicates what resources of the RayJob are deleted upon job completion. Valid values are DeleteCluster, DeleteWorkers, DeleteSelf or "", ""start_index"": 5016, ""end_index"": 5201}]",datasets/raydocs_full/cluster_kubernetes_getting-started_rayjob-quick-start.txt
What happens when the environment variable DELETE_RAYJOB_CR_AFTER_JOB_FINISHES is set to true for the KubeRay operator?,"[{""content"": ""reason.\nDELETE_RAYJOB_CR_AFTER_JOB_FINISHES (Optional, added in version 1.2.0): Set this environment variable for the KubeRay operator, not the RayJob resource. If you set this environment variable to true, the RayJob custom resource itself is deleted if you also set shutdownAfterJobFinishes to true. Note that KubeRay deletes all resources created by the RayJob, "", ""start_index"": 4374, ""end_index"": 4739}]",datasets/raydocs_full/cluster_kubernetes_getting-started_rayjob-quick-start.txt
What is the impact of setting the parameter shutdownAfterJobFinishes to true in a RayJob configuration?,"[{""content"": ""tdown.yaml\n\n\n\n\nThe ray-job.shutdown.yaml defines a RayJob custom resource with shutdownAfterJobFinishes: true and ttlSecondsAfterFinished: 10.\nHence, the KubeRay operator deletes the RayCluster 10 seconds after the Ray job finishes. Note that the submitter job isn\u2019t "", ""start_index"": 9604, ""end_index"": 9871}]",datasets/raydocs_full/cluster_kubernetes_getting-started_rayjob-quick-start.txt
What are the major components listed under Ray Core API?,"[{""content"": ""\n\nRay Core API#\n\n\nCore API\nTasks\nActors\nObjects\nRuntime Context\nCross Language\n\n\nScheduling API\nScheduling Strategy\nPlacement Group\n\n\nRuntime Env API\n\n\nUtility\nCustom Metrics\nDebugging\n\n\nExceptions\n\n\nRay Core CLI\nDebugging applications\nUsage Stats\n\n\nState CLI\nState\nLog\n\n\nState API\nState Python SDK\nState APIs Schema\nState APIs Exceptions\n\n\n\n\n\n"", ""start_index"": 0, ""end_index"": 356}]",datasets/raydocs_full/ray-core_api_index.txt
What features are included under the Scheduling API of Ray Core?,"[{""content"": ""API\nScheduling Strategy\nPlacement Group\n\n\nRuntime Env API\n\n\nUtility\nCustom "", ""start_index"": 92, ""end_index"": 167}]",datasets/raydocs_full/ray-core_api_index.txt
What is the default storage unit for the ReservoirReplayBuffer in ray.rllib?,"[{""content"": ""ray.rllib.utils.replay_buffers.reservoir_replay_buffer.ReservoirReplayBuffer(capacity: int = 10000, storage_unit: str = 'timesteps', **kwargs)[source]#\nBases: ReplayBuffer\nThis buffer implements "", ""start_index"": 88, ""end_index"": 283}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.utils.replay_buffers.reservoir_replay_buffer.ReservoirReplayBuffer.txt
What are some methods implemented by ReservoirReplayBuffer in ray.rllib?,"[{""content"": ""a reservoir\u201d.\nMethods\n\n\n__init__\nInitializes a ReservoirBuffer instance.\n\nadd\nAdds a batch of experiences or other data to this buffer.\n\napply\nCalls the given function with this Actor instance.\n\nget_host\nReturns the computer's network name.\n\nget_state\nReturns all local state.\n\nping\nPing the actor.\n\nsample\nSamples num_items items from this buffer.\n\nset_state\nRestores all local state to the provided state.\n\nstats\nReturns the stats of this buffer.\n\n\n\n\n\n"", ""start_index"": 382, ""end_index"": 851}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.utils.replay_buffers.reservoir_replay_buffer.ReservoirReplayBuffer.txt
What types of data can Result object components report after training?,"[{""content"": ""object contains, among other information:\n\nThe last reported checkpoint (to load the model) and its attached metrics\nError messages, if any errors occurred\n\n\nViewing metrics#\nYou can retrieve "", ""start_index"": 96, ""end_index"": 288}, {""content"": ""rted metrics that were attached to a checkpoint from the Result object.\nCommon metrics inclu"", ""start_index"": 292, ""end_index"": 384}]",datasets/raydocs_full/train_user-guides_results.txt
How can one access the storage location of the training run using the Result object?,"[{""content"": ""checkpointing.\n\n\n\n\nAccessing storage location#\nIf you need to retrieve the results later, you can get the storage location\nof the training run with Result.path.\nThis path will correspond to the storage_path you configured\nin the RunConfig. It will be a\n(nested) subdirectory within that path, usually\nof the form TrainerName_date-string/TrainerName_id_00000_0_....\nThe result also contains a pyarrow.fs.FileSystem that can be used to\naccess the storage location, which is useful if the path is on cloud storage.\nresult_path: str = result.path\nresult_filesystem: pyarrow.fs.FileSystem = result.filesystem\n\nprint(f\""Results location (fs, path) = ({result_filesystem}, "", ""start_index"": 2760, ""end_index"": 3425}]",datasets/raydocs_full/train_user-guides_results.txt
What are the key features of Ray as a machine learning platform?,"[{""content"": ""oduction. With Ray and its libraries, the same Python code scales seamlessly from a laptop to a large cluster.\n2. Unified ML API and Runtime: Ray\u2019s APIs enables swapping between popular "", ""start_index"": 767, ""end_index"": 953}, {""content"": ""large cluster.\n2. Unified ML API and Runtime: Ray\u2019s APIs enables swapping between popular frameworks, such as XGBoost, PyTorch, and Hugging Face, with minimal code changes. Everything from training to serving runs on a single runtime (Ray + KubeRay).\n3. Open and Extensible: Ray is fully "", ""start_index"": 863, ""end_index"": 1151}, {""content"": ""ly open-source and can run on any cluster, cloud, or Kubernetes. Build custom components and integrations on top of scalable developer APIs.\n\n\nExample ML Platforms built on Ray#\nMerlin is S"", ""start_index"": 1148, ""end_index"": 1337}]",datasets/raydocs_full/ray-air_getting-started.txt
What are the three areas where Ray simplifies the machine learning ecosystem?,"[{""content"": ""for ML Infrastructure?#\nRay\u2019s AI libraries simplify the ecosystem of machine learning frameworks, platforms, and tools, by providing a seamless, unified, and open experience for scalable ML:\n1. "", ""start_index"": 487, ""end_index"": 681}]",datasets/raydocs_full/ray-air_getting-started.txt
"What are the unique features of Ray Train, Ray Data, and Ray Serve?","[{""content"": ""teams looking to simplify their ML platform.\nRay\u2019s libraries such as Ray Train, Ray Data, and Ray Serve can be used to compose end-to-end ML workflows, providing features and APIs for\ndata preprocessing as part of training, and transitioning from training to serving.\n\nWhy Ray for ML "", ""start_index"": 210, ""end_index"": 494}]",datasets/raydocs_full/ray-air_getting-started.txt
What Kubernetes versions are required to utilize KubeRay operator for serving a MobileNet image classifier?,"[{""content"": ""the Helm repository.\nNote that the YAML file in this example uses serveConfigV2. You need KubeRay version v0.6.0 or later to use this feature.\n\n\nStep 3: Install a RayService#\n# Create a "", ""start_index"": 386, ""end_index"": 572}]",datasets/raydocs_full/cluster_kubernetes_examples_mobilenet-rayservice.txt
What are the specific types of output batches that the 'map_batches' function can handle in Ray Data?,"[{""content"": "".map_batches(increase_brightness)\n)\n\n\n\nConfiguring batch format#\nRay Data represents batches as dicts of NumPy ndarrays or pandas DataFrames. By\ndefault, Ray Data represents batches as dicts of "", ""start_index"": 2929, ""end_index"": 3123}, {""content"": ""ct[str, np.ndarray]]:\n    # yield the same batch multiple times\n    for _ in range(10):\n        yield batch\n\n\n\n\nConfiguring batch size#\nIncreasing batch_size improves the performance of vectorized transformations like\nNumPy functions and model inference. However, if your batch size is too large, your\nprogram might run out of memory. If you encounter an out-of-memory error, decrease your\nba"", ""start_index"": 4950, ""end_index"": 5342}]",datasets/raydocs_full/data_transforming-data.txt
How does the batch size impact system performance in Ray Data processing?,"[{""content"": ""batch_size improves the performance of vectorized transformations like\nNumPy functions and model inference. However, if your batch size is too large, your\nprogram might run out of memory. If you encounter an out-of-memory error, decrease your\nbatch_size.\n\n\n\nOrdering of rows#\nWhen transforming "", ""start_index"": 5097, ""end_index"": 5391}]",datasets/raydocs_full/data_transforming-data.txt
How can one make the execution of transforms in Ray Data preserve the order of data rows?,"[{""content"": ""by default.\nIf the order of blocks needs to be preserved/deterministic,\nyou can use sort() method, or set ray.data.ExecutionOptions.preserve_order to True.\nNote that setting this flag may negatively impact performance on larger cluster setups where stragglers are more likely.\nimport ray\n\nctx = "", ""start_index"": 5433, ""end_index"": 5728}]",datasets/raydocs_full/data_transforming-data.txt
How can you make the Ray Dashboard accessible via a reverse proxy?,"[{""content"": ""notes.\n\n\n\n\nRunning behind a reverse proxy#\nRay Dashboard should work out-of-the-box when accessed via a reverse proxy. API requests don\u2019t need to be proxied individually.\nAlways access the dashboard with a trailing / at the end of the URL.\nFor example, if your proxy is set up to handle requests to /ray/dashboard, view the dashboard at www.my-website.com/ray/dashboard/.\nThe dashboard sends HTTP requests with relative URL paths. Browsers handle these requests as expected when the window.location.href ends in a trailing /.\nThis is a peculiarity of how many browsers handle requests with relative URLs, despite what MDN defines as the expected behavior.\nMake your dashboard visible without a trailing / by including a rule in your reverse proxy that redirects the user\u2019s browser to /, i.e. /ray/dashboard \u2013> /ray/dashboard/.\nBelow is an example with a traefik TOML file that accomplishes this:\n[http]\n  [http.routers]\n    [http.routers.to-dashboard]\n      rule = \""PathPrefix(`/ray/dashboard`)\""\n      middlewares = [\""test-redirectregex\"", \""strip\""]\n      service = "", ""start_index"": 3407, ""end_index"": 4471}]",datasets/raydocs_full/cluster_configure-manage-dashboard.txt
What are the methods mentioned for accessing the Ray Dashboard from outside a Kubernetes cluster?,"[{""content"": ""Port forwarding \nYou can also view the dashboard from outside the Kubernetes cluster by using port-forwarding:\n$ kubectl port-forward service/${RAYCLUSTER_NAME}-head-svc 8265:8265\n# Visit "", ""start_index"": 2904, ""end_index"": 3092}, {""content"": ""d with Ingress.\n\nFor more information about configuring network access to a Ray cluster on Kubernetes, see the networking notes.\n\n\n\n\nRunning behind a reverse proxy#\nRay Dashboard should w"", ""start_index"": 3285, ""end_index"": 3472}]",datasets/raydocs_full/cluster_configure-manage-dashboard.txt
